loss,categorical_accuracy,precision,recall,val_loss,val_categorical_accuracy,val_precision,val_recall
1.0980812311172485,0.3499999940395355,0.0,0.0,1.137791395187378,0.4821428656578064,0.15789473056793213,0.0535714291036129
1.0936564207077026,0.4699999988079071,0.0,0.0,474.5187072753906,0.3035714328289032,0.3035714328289032,0.3035714328289032
1.0682711601257324,0.42500001192092896,0.6000000238418579,0.014999999664723873,10788.6015625,0.2321428507566452,0.2321428507566452,0.2321428507566452
1.0439655780792236,0.4699999988079071,0.6571428775787354,0.11500000208616257,6.032673358917236,0.3392857015132904,0.3392857015132904,0.3392857015132904
1.0009284019470215,0.48500001430511475,0.7209302186965942,0.1550000011920929,3.0950634479522705,0.5178571343421936,0.5272727012634277,0.5178571343421936
0.9312261939048767,0.5849999785423279,0.699999988079071,0.20999999344348907,1.6004998683929443,0.5357142686843872,0.5357142686843872,0.5357142686843872
0.9051036238670349,0.5,0.5684210658073425,0.27000001072883606,15.474800109863281,0.2142857164144516,0.2142857164144516,0.2142857164144516
0.8065809011459351,0.625,0.7685185074806213,0.41499999165534973,4.88451623916626,0.2321428507566452,0.25,0.2321428507566452
0.8308619856834412,0.625,0.6846153736114502,0.4449999928474426,16.35013198852539,0.3214285671710968,0.3214285671710968,0.3214285671710968
0.8215868473052979,0.6050000190734863,0.686956524848938,0.39500001072883606,9.3477201461792,0.3392857015132904,0.3396226465702057,0.3214285671710968
0.7356188893318176,0.6800000071525574,0.7318840622901917,0.5049999952316284,23.18050765991211,0.2678571343421936,0.2678571343421936,0.2678571343421936
0.7660612463951111,0.6850000023841858,0.7385621070861816,0.5649999976158142,249.0537872314453,0.2142857164144516,0.2142857164144516,0.2142857164144516
0.6925784349441528,0.6600000262260437,0.7557252049446106,0.4950000047683716,26.39237403869629,0.2321428507566452,0.23636363446712494,0.2321428507566452
0.7307481169700623,0.6700000166893005,0.7209302186965942,0.6200000047683716,9.321309089660645,0.25,0.2545454502105713,0.25
0.6979427337646484,0.6800000071525574,0.7202380895614624,0.6050000190734863,2.720771551132202,0.4107142984867096,0.42592594027519226,0.4107142984867096
0.6209942102432251,0.7649999856948853,0.7935484051704407,0.6150000095367432,4.218161106109619,0.5535714030265808,0.5740740895271301,0.5535714030265808
0.620621919631958,0.7099999785423279,0.7362637519836426,0.6700000166893005,5.057015419006348,0.5,0.5,0.5
0.7141432166099548,0.6600000262260437,0.6987951993942261,0.5799999833106995,9.024740219116211,0.3035714328289032,0.31481480598449707,0.3035714328289032
0.6890964508056641,0.675000011920929,0.699999988079071,0.5600000023841858,6.3457932472229,0.3035714328289032,0.32692307233810425,0.3035714328289032
0.6369386911392212,0.6949999928474426,0.7298850417137146,0.6349999904632568,0.8478037714958191,0.625,0.6222222447395325,0.5
0.5335753560066223,0.7749999761581421,0.8021978139877319,0.7300000190734863,4.787787914276123,0.25,0.21739129722118378,0.1785714328289032
0.5464975237846375,0.7799999713897705,0.8121547102928162,0.7350000143051147,2.4384357929229736,0.6964285969734192,0.6964285969734192,0.6964285969734192
0.5377235412597656,0.75,0.800000011920929,0.7400000095367432,5.026797294616699,0.4107142984867096,0.42592594027519226,0.4107142984867096
0.5273111462593079,0.7850000262260437,0.7956989407539368,0.7400000095367432,1.5017045736312866,0.5178571343421936,0.5510203838348389,0.4821428656578064
0.5286446809768677,0.7950000166893005,0.7888888716697693,0.7099999785423279,1.0439800024032593,0.6607142686843872,0.6727272868156433,0.6607142686843872
0.5481581687927246,0.7400000095367432,0.7802197933197021,0.7099999785423279,2.046736717224121,0.5357142686843872,0.5714285969734192,0.5
0.5738954544067383,0.7350000143051147,0.7722222208976746,0.6949999928474426,1.224976658821106,0.5892857313156128,0.5925925970077515,0.5714285969734192
0.5009519457817078,0.8050000071525574,0.8306010961532593,0.7599999904632568,0.43768033385276794,0.7678571343421936,0.7924528121948242,0.75
0.4664936065673828,0.8050000071525574,0.8219895362854004,0.7850000262260437,0.5498009920120239,0.8035714030265808,0.8269230723381042,0.7678571343421936
0.4689836800098419,0.7850000262260437,0.8072916865348816,0.7749999761581421,0.4420405328273773,0.8035714030265808,0.8035714030265808,0.8035714030265808
